"X_id","Source_ID","Study_number","Site_number","SS","SSB","SSBS","SSS","Country","Longitd","Latitud","Diversity_metric_type","Predominant_habitat","LU_3","UseIntensity","Sample_start_earliest","Realm","Zone","taxon_of_interest","Total_abundance","log_abundance","Species_richness","Richness_rarefied","CWM_Geographic_range_log10_square_km","range","PropWithData_Geographic_range_log10_square_km","Within_PA","PA","LUPA","IUCN_CAT","IUCN_CAT_number","GIS_AREA","STATUS_YR","DoP","log_AREA_PA","AREA_DoP","elevation","slope","ag_suit","log_slope","log_elevation","multiple_taxa","matched_landuse","hf00","hf05","hf10","hf13","hf09","npp"
46,"AD1_2006__Diekoetter",1,37,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 37","AD1_2006__Diekoetter 1 37 Invertebrates","Germany",8.832310164,50.79407329,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",216,1.796239,5,1.0282753,5.379897354,"yes","yes",29.5,29.5,32,29.5,19.6814861297607,108.3571434021
47,"AD1_2006__Diekoetter",1,39,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 39","AD1_2006__Diekoetter 1 39 Invertebrates","Germany",8.832326186,50.78957869,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",217,1.799589,5,1.029472621,5.384495063,"yes","yes",29,29,31.5,29,19.6814861297607,109
48,"AD1_2006__Diekoetter",1,4,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 4","AD1_2006__Diekoetter 1 4 Invertebrates","Germany",8.825135217,50.81653585,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",277,3.103229,5,1.411774225,5.627621114,"yes","yes",29,26.5,33.5,27,20.3394660949707,107.714286804199
49,"AD1_2006__Diekoetter",1,40,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 40","AD1_2006__Diekoetter 1 40 Invertebrates","Germany",8.839416883,50.78958863,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",210.5,0.307592,5,0.268187278,5.354224998,"yes","yes",29,29,31,29,19.4367008209229,109
50,"AD1_2006__Diekoetter",1,41,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 41","AD1_2006__Diekoetter 1 41 Invertebrates","Germany",8.860675695,50.79411047,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",4,1.609437912,2,1,6.062291943,6.062291943,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",218.5,0.394012,5,0.332185921,5.391352233,"yes","yes",28,27,30,26,19.3964767456055,108.3571434021
51,"AD1_2006__Diekoetter",1,42,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 42","AD1_2006__Diekoetter 1 42 Invertebrates","Germany",8.867767086,50.79411868,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",3,1.386294361,1,1,6.043253035,6.043253035,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",218.5,0.394012,5,0.332185921,5.391352233,"yes","yes",27,27,29,26,19.4710292816162,108.3571434021
52,"AD1_2006__Diekoetter",1,43,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 43","AD1_2006__Diekoetter 1 43 Invertebrates","Germany",8.860688997,50.78961586,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",3,1.386294361,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",219.5,0.205584,5,0.186964097,5.395897695,"yes","yes",27,27,29,26,19.3964767456055,109
53,"AD1_2006__Diekoetter",1,44,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 44","AD1_2006__Diekoetter 1 44 Invertebrates","Germany",8.867779708,50.78962408,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",2,1.098612289,2,1,6.062291943,6.062291943,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",219.5,0.205584,5,0.186964097,5.395897695,"yes","yes",27,27,29,26,19.3964767456055,109
54,"AD1_2006__Diekoetter",1,45,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 45","AD1_2006__Diekoetter 1 45 Invertebrates","Germany",8.88904128,50.79414075,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.043253035,6.043253035,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",206,0.530004,8,0.42527035,5.332718793,"yes","yes",27,27,30,26.5,19.8524971008301,108.82857131958
55,"AD1_2006__Diekoetter",1,46,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 46","AD1_2006__Diekoetter 1 46 Invertebrates","Germany",8.896132684,50.79414724,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",8,2.197224577,2,1,6.062291943,6.062291943,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",208.5,1.27329,8,0.821228121,5.344723739,"yes","yes",27,27,30,26,19.8524971008301,108.82857131958
56,"AD1_2006__Diekoetter",1,47,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 47","AD1_2006__Diekoetter 1 47 Invertebrates","Germany",8.889051862,50.78964614,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",4,1.609437912,2,1,6.071811397,6.071811397,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",212,0.369663,8,0.314564724,5.361292166,"yes","yes",27,27,29,27,19.8524971008301,108.82857131958
57,"AD1_2006__Diekoetter",1,48,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 48","AD1_2006__Diekoetter 1 48 Invertebrates","Germany",8.896142585,50.78965263,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",207,0.824504,8,0.601308169,5.33753808,"yes","yes",27,27,29,27,19.8524971008301,108.82857131958
58,"AD1_2006__Diekoetter",1,49,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 49","AD1_2006__Diekoetter 1 49 Invertebrates","Germany",8.818162182,50.78506292,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",251.5,2.96577,5,1.377700035,5.531411249,"yes","yes",30.5,30,32,30,19.6814861297607,109
59,"AD1_2006__Diekoetter",1,5,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 5","AD1_2006__Diekoetter 1 5 Invertebrates","Germany",8.846404871,50.82106027,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",239,1.62993,5,0.96695723,5.480638923,"yes","yes",28.5,27,30,28,17.926248550415,107.714286804199
60,"AD1_2006__Diekoetter",1,50,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 50","AD1_2006__Diekoetter 1 50 Invertebrates","Germany",8.825252191,50.78507372,"Abundance","Urban","Human_dominated","Light use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Urban",0,NA,0,NA,NA,0,"outside",217,1.58112,5,0.948223413,5.384495063,"yes","no",29,29,32,29,19.6814861297607,109
61,"AD1_2006__Diekoetter",1,51,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 51","AD1_2006__Diekoetter 1 51 Invertebrates","Germany",8.818179555,50.78056832,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",251.5,2.96577,5,1.377700035,5.531411249,"yes","yes",30.5,30,32,30,19.6814861297607,109
62,"AD1_2006__Diekoetter",1,52,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 52","AD1_2006__Diekoetter 1 52 Invertebrates","Germany",8.825268884,50.78057912,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",217,1.58112,5,0.948223413,5.384495063,"yes","yes",30,30,32,30,19.6814861297607,109
63,"AD1_2006__Diekoetter",1,53,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 53","AD1_2006__Diekoetter 1 53 Invertebrates","Germany",8.846522242,50.78510354,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",213.5,0.587179,5,0.461958227,5.368309738,"yes","yes",29,29,30,29,19.3964767456055,109
64,"AD1_2006__Diekoetter",1,54,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 54","AD1_2006__Diekoetter 1 54 Invertebrates","Germany",8.853612267,50.78511261,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",6,1.945910149,2,1,6.068638245,6.068638245,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",214.5,0.329647,5,0.284913493,5.37296091,"yes","yes",28,28,30,27,19.3186836242676,109
65,"AD1_2006__Diekoetter",1,55,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 55","AD1_2006__Diekoetter 1 55 Invertebrates","Germany",8.846536897,50.78060893,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",9,2.302585093,2,1,6.060176509,6.060176509,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",214.5,0.329647,5,0.284913493,5.37296091,"yes","yes",28.5,28.5,30,27.5,19.3964767456055,109
66,"AD1_2006__Diekoetter",1,56,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 56","AD1_2006__Diekoetter 1 56 Invertebrates","Germany",8.853626242,50.780618,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",9,2.302585093,2,1,6.060176509,6.060176509,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",214.5,0.329647,5,0.284913493,5.37296091,"yes","yes",28,28,30,27,19.3186836242676,109
67,"AD1_2006__Diekoetter",1,57,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 57","AD1_2006__Diekoetter 1 57 Invertebrates","Germany",8.874882362,50.78513725,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",218,0.33092,5,0.285870432,5.38907173,"yes","yes",27,27,28.5,26.5,19.3964767456055,109
68,"AD1_2006__Diekoetter",1,58,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 58","AD1_2006__Diekoetter 1 58 Invertebrates","Germany",8.8819724,50.7851446,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",2,1.098612289,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",213.5,0.454528,8,0.374681449,5.368309738,"yes","yes",27,27,29,27,19.5269832611084,109
69,"AD1_2006__Diekoetter",1,59,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 59","AD1_2006__Diekoetter 1 59 Invertebrates","Germany",8.874894298,50.78064264,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",6,1.945910149,2,1,6.062291943,6.062291943,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",218,0.33092,5,0.285870432,5.38907173,"yes","yes",27,27,28.5,26.5,19.3964767456055,109
70,"AD1_2006__Diekoetter",1,6,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 6","AD1_2006__Diekoetter 1 6 Invertebrates","Germany",8.85350034,50.82106936,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",3,1.386294361,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",211.5,1.31876,5,0.84103256,5.358941988,"yes","yes",28,27,30,27.5,19,107.714286804199
71,"AD1_2006__Diekoetter",1,60,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 60","AD1_2006__Diekoetter 1 60 Invertebrates","Germany",8.881983656,50.78064999,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",213.5,0.454528,8,0.374681449,5.368309738,"yes","yes",27,27,29,27,19.5269832611084,109
72,"AD1_2006__Diekoetter",1,61,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 61","AD1_2006__Diekoetter 1 61 Invertebrates","Germany",8.903242531,50.78516408,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"yes","IN","IN Cropland",4.5,4.5,56.580508,1993,8,4.053184108,"small_young",202.5,0.116658,8,0.110340296,5.315666005,"yes","yes",27,27,29,27,20.6295471191406,108.82857131958
73,"AD1_2006__Diekoetter",1,62,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 62","AD1_2006__Diekoetter 1 62 Invertebrates","Germany",8.910332579,50.7851697,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"yes","IN","IN Cropland",4.5,4.5,56.580508,1993,8,4.053184108,"small_young",202.5,0.116658,8,0.110340296,5.315666005,"yes","yes",27,27,29,27,21.3394660949707,108.82857131958
74,"AD1_2006__Diekoetter",1,63,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 63","AD1_2006__Diekoetter 1 63 Invertebrates","Germany",8.903251748,50.78066946,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",2,1.098612289,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",202.5,0.116658,8,0.110340296,5.315666005,"yes","yes",27,27,28,26,20.6295471191406,108.82857131958
75,"AD1_2006__Diekoetter",1,64,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 64","AD1_2006__Diekoetter 1 64 Invertebrates","Germany",8.910341117,50.78067509,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",3,1.386294361,1,1,6.08133085,6.08133085,1,"yes","IN","IN Cropland",4.5,4.5,56.580508,1993,8,4.053184108,"small_young",202.5,0.116658,8,0.110340296,5.315666005,"yes","yes",27,27,28.5,26.5,21.3394660949707,108.82857131958
76,"AD1_2006__Diekoetter",1,65,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 65","AD1_2006__Diekoetter 1 65 Invertebrates","Germany",8.931602737,50.785184,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",3,1.386294361,2,1,6.05594564,6.05594564,1,"yes","IN","IN Cropland",4.5,4.5,56.580508,NA,NA,4.053184108,"outside",197,0.243302,8,0.217770744,5.288267031,"yes","yes",26,27,28,26,24,108.65714263916
77,"AD1_2006__Diekoetter",1,66,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 66","AD1_2006__Diekoetter 1 66 Invertebrates","Germany",8.938692793,50.78518791,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"yes","IN","IN Cropland",4.5,4.5,56.580508,NA,NA,4.053184108,"outside",196,0.242612,8,0.217215616,5.283203729,"yes","yes",26,27,28,26,24,108.65714263916
78,"AD1_2006__Diekoetter",1,67,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 67","AD1_2006__Diekoetter 1 67 Invertebrates","Germany",8.931609236,50.78068938,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",11,2.48490665,2,1,6.074407611,6.074407611,1,"yes","IN","IN Cropland",4.5,4.5,56.580508,NA,NA,4.053184108,"outside",197,0.243302,8,0.217770744,5.288267031,"yes","yes",26,27,28,26,24,108.65714263916
79,"AD1_2006__Diekoetter",1,69,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 69","AD1_2006__Diekoetter 1 69 Invertebrates","Germany",8.832374228,50.77609488,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",11,2.48490665,2,1,6.077869231,6.077869231,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",239.5,1.12618,5,0.754326942,5.48272009,"yes","yes",29,29,31,29,19.5269832611084,109
80,"AD1_2006__Diekoetter",1,7,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 7","AD1_2006__Diekoetter 1 7 Invertebrates","Germany",8.846419556,50.81656569,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",0,0,0,0,NA,NA,NA,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",228,1.470739,5,0.904517296,5.433722004,"yes","yes",29,27.5,30.5,28.5,19.8524971008301,107.714286804199
81,"AD1_2006__Diekoetter",1,70,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 70","AD1_2006__Diekoetter 1 70 Invertebrates","Germany",8.839462886,50.77610481,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",4,1.609437912,2,1,6.071811397,6.071811397,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",226,0.485532,5,0.395772957,5.424950017,"yes","yes",29,29,30,29,19.3964767456055,109
82,"AD1_2006__Diekoetter",1,71,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 71","AD1_2006__Diekoetter 1 71 Invertebrates","Germany",8.832390233,50.77160027,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",6,1.945910149,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",239.5,1.12618,5,0.754326942,5.48272009,"yes","yes",29,29,30.5,29,19.4710292816162,109
83,"AD1_2006__Diekoetter",1,72,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 72","AD1_2006__Diekoetter 1 72 Invertebrates","Germany",8.839478212,50.7716102,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",2,1.098612289,2,1,6.062291943,6.062291943,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",226,0.485532,5,0.395772957,5.424950017,"yes","yes",29,29,30,29,19.3964767456055,109
84,"AD1_2006__Diekoetter",1,73,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 73","AD1_2006__Diekoetter 1 73 Invertebrates","Germany",8.860728882,50.77613203,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",1,0.693147181,1,1,6.08133085,6.08133085,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",223.5,0.577561,5,0.455879983,5.413875707,"yes","yes",27,27,28.5,27,18.3186836242676,109
85,"AD1_2006__Diekoetter",1,74,"AD1_2006__Diekoetter 1 Invertebrates","AD1_2006__Diekoetter 1 Invertebrates NA","AD1_2006__Diekoetter 1 Invertebrates NA 74","AD1_2006__Diekoetter 1 74 Invertebrates","Germany",8.867817555,50.77614024,"Abundance","Cropland","Human_dominated","Intense use","01/06/2001","Palearctic","Temperate","Invertebrates",4,1.609437912,2,1,6.052772489,6.052772489,1,"no","OUT","OUT Cropland",0,NA,0,NA,NA,0,"outside",223.5,0.577561,5,0.455879983,5.413875707,"yes","yes",27,27,29,27,18.8186836242676,109
